
"NAM"	"DAT"	"PERIOD"	"КАТО(по отчету)"	"LКАТО(по отчету)"	"ГОКЭД(по каталогу)02"	"LГОКЭД(по каталогу)02"	"ГЗВ"	"LГЗВ"	"VAL"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность по обслуживанию зданий и благоустройству территорий"	"3971"	"Всего"	"1"	"4 269 371 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность в области офисного административного и вспомогательного обслуживания, направленная на поддержание коммерческой деятельности"	"3985"	"Всего"	"1"	"288 810 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность в области офисного административного и вспомогательного обслуживания, направленная на поддержание коммерческой деятельности"	"3985"	"Всего"	"1"	"310 240 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Государственное управление и оборона; обязательное социальное обеспечение"	"4006"	"Всего"	"1"	"47 370 288 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Государственное управление и оборона; обязательное социальное обеспечение"	"4006"	"Всего"	"1"	"42 485 174 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Образование"	"4034"	"Всего"	"1"	"74 846 324 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Образование"	"4034"	"Всего"	"1"	"68 050 793 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность в области здравоохранения"	"4101"	"Всего"	"1"	"16 374 275 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность в области здравоохранения"	"4101"	"Всего"	"1"	"16 121 464 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Предоставление социальных услуг с обеспечением проживания"	"4120"	"Всего"	"1"	"4 542 972 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Предоставление социальных услуг с обеспечением проживания"	"4120"	"Всего"	"1"	"5 165 591 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Предоставление социальных услуг без обеспечения проживания"	"4136"	"Всего"	"1"	"71 582 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Предоставление социальных услуг без обеспечения проживания"	"4136"	"Всего"	"1"	"73 202 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность в области творчества, искусства и развлечений"	"4145"	"Всего"	"1"	"45 996 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность в области творчества, искусства и развлечений"	"4145"	"Всего"	"1"	"50 957 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность библиотек, архивов, музеев и прочая деятельность в области культуры"	"4170"	"Всего"	"1"	"1 124 490 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность библиотек, архивов, музеев и прочая деятельность в области культуры"	"4170"	"Всего"	"1"	"1 055 882 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность по организации азартных игр и заключению пари "	"4209"	"Всего"	"1"	"30 970 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность по организации азартных игр и заключению пари "	"4209"	"Всего"	"1"	"26 268 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"РЕСПУБЛИКА КАЗАХСТАН"	"1"	"Деятельность в области спорта, организации отдыха и развлечений"	"4286"	"Всего"	"1"	"6 342 036 000.000"
